id_cat,name_cat,url_cat
category-5406,Aspirateur à cendres,https://www.centrale-brico.com/chauffage---traitement-de-l-air/accessoires-de-cheminee/aspirateur-a-cendres
category-5407,Chariot à bûches,https://www.centrale-brico.com/chauffage---traitement-de-l-air/accessoires-de-cheminee/chariot-a-buches
category-5408,Chenets,https://www.centrale-brico.com/chauffage---traitement-de-l-air/accessoires-de-cheminee/chenets
category-5409,Pelle à granulés et cendres,https://www.centrale-brico.com/chauffage---traitement-de-l-air/accessoires-de-cheminee/pelle-a-granules-et-cendres
category-5410,Pince et tison,https://www.centrale-brico.com/chauffage---traitement-de-l-air/accessoires-de-cheminee/pince-et-tison
category-5361,Plaque de sol,https://www.centrale-brico.com/chauffage---traitement-de-l-air/accessoires-de-cheminee/plaque-de-sol
category-5411,Plaque murale,https://www.centrale-brico.com/chauffage---traitement-de-l-air/accessoires-de-cheminee/plaque-murale
category-5412,Porte-bûches,https://www.centrale-brico.com/chauffage---traitement-de-l-air/accessoires-de-cheminee/porte-buches
category-5365,Serviteur,https://www.centrale-brico.com/chauffage---traitement-de-l-air/accessoires-de-cheminee/serviteur
category-5413,Soufflet,https://www.centrale-brico.com/chauffage---traitement-de-l-air/accessoires-de-cheminee/soufflet
category-5348,Chauffage au sol,https://www.centrale-brico.com/chauffage---traitement-de-l-air/chauffage-au-sol
category-5366,Chauffage au sol,https://www.centrale-brico.com/chauffage---traitement-de-l-air/chauffage-au-sol/chauffage-au-sol
category-5433,Radiateur à eau chaude,https://www.centrale-brico.com/chauffage---traitement-de-l-air/radiateur-a-eau-chaude
category-5434,Radiateur à eau chaude fixe,https://www.centrale-brico.com/chauffage---traitement-de-l-air/radiateur-a-eau-chaude/radiateur-a-eau-chaude-fixe
category-5044,Plomberie-Sanitaire,https://www.centrale-brico.com/plomberie-sanitaire
category-5045,Accessoires Robinetterie,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie
category-1869,Aérateur,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie/aerateur
category-1873,Flexible d'alimentation,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie/flexible-d-alimentation
category-1872,Raccord,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie/raccord
category-1871,Tête de robinet,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie/tete-de-robinet
category-1870,Brise jet - Bec,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie/brise-jet-bec
category-5047,Robinet pour Cuisine,https://www.centrale-brico.com/plomberie-sanitaire/robinet-pour-cuisine
category-1852,Mitigeur Cuisine,https://www.centrale-brico.com/plomberie-sanitaire/robinet-pour-cuisine/mitigeur-cuisine
category-5048,Raccord Cuivre Laiton,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton
category-1894,Raccord à visser,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton/raccord-a-visser
category-1896,Collier de fixation,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton/collier-de-fixation
category-1895,Raccord sans soudure,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton/raccord-sans-soudure
category-1866,Raccord cuivre à souder,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton/raccord-cuivre-a-souder
category-1893,Raccord laiton à souder,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton/raccord-laiton-a-souder
category-5049,Raccord PVC,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc
category-1903,Support - Crochet,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/support-crochet
category-1900,Branchement,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/branchement
category-1902,Gouttière 1/2 ronde,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/gouttiere-12-ronde
category-1899,Té - Culotte,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/te-culotte
category-1904,Accessoire tube,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/accessoire-tube
category-1901,Regard- Equipement,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/regard-equipement
category-1898,Coude - Secteur,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/coude-secteur
category-5283,Tube d'évacuation PVC,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/tube-d-evacuation-pvc
category-5050,Salle de Bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain
category-1853,Mitigeur salle de bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/mitigeur-salle-de-bain
category-1875,Flexible de douche,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/flexible-de-douche
category-1874,Douchette,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/douchette
category-1855,Sécurité,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/securite
category-1854,Accessoire de salle de bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/accessoire-de-salle-de-bain
category-1876,Barre - Support,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/barre-support
category-5285,Vasque,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/vasque
category-5284,Baignoire,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/baignoire
category-5309,Colonne de douche,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/colonne-de-douche
category-5312,Receveur de douche,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/receveur-de-douche
category-5314,Meuble sous lavabo,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/meuble-sous-lavabo
category-5052,Traitement eau et gaz,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz
category-1862,Robinetterie gaz,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/robinetterie-gaz
category-1889,Etanchéité,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/etancheite
category-1888,Joints,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/joints
category-1887,Machine à laver,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/machine-a-laver
category-1886,Robinetterie bâtiment,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/robinetterie-batiment
category-5286,Accessoires de filtration,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/accessoires-de-filtration
category-5287,Flexible d'alimentation,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/flexible-d-alimentation
category-5288,Tuyau à gaz,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/tuyau-a-gaz
category-5053,Vidage,https://www.centrale-brico.com/plomberie-sanitaire/vidage
category-1881,Siphon cuisine,https://www.centrale-brico.com/plomberie-sanitaire/vidage/siphon-cuisine
category-1882,Bonde cuisine,https://www.centrale-brico.com/plomberie-sanitaire/vidage/bonde-cuisine
category-1883,Accessoire vidage,https://www.centrale-brico.com/plomberie-sanitaire/vidage/accessoire-vidage
category-1884,Siphon salle de bain,https://www.centrale-brico.com/plomberie-sanitaire/vidage/siphon-salle-de-bain
category-1885,Bonde salle de bain,https://www.centrale-brico.com/plomberie-sanitaire/vidage/bonde-salle-de-bain
category-5054,WC,https://www.centrale-brico.com/plomberie-sanitaire/wc
category-1858,Pièce détachée,https://www.centrale-brico.com/plomberie-sanitaire/wc/piece-detachee
category-1857,Abattant,https://www.centrale-brico.com/plomberie-sanitaire/wc/abattant
category-1859,Réservoir,https://www.centrale-brico.com/plomberie-sanitaire/wc/reservoir
category-1860,Pipe - Sortie WC,https://www.centrale-brico.com/plomberie-sanitaire/wc/pipe-sortie-wc
category-1877,Décoration WC,https://www.centrale-brico.com/plomberie-sanitaire/wc/decoration-wc
category-1878,Mécanisme de chasse,https://www.centrale-brico.com/plomberie-sanitaire/wc/mecanisme-de-chasse
category-1879,Robinet flotteur,https://www.centrale-brico.com/plomberie-sanitaire/wc/robinet-flotteur
category-5289,WC à poser,https://www.centrale-brico.com/plomberie-sanitaire/wc/wc-a-poser
category-5324,Bâti-support WC,https://www.centrale-brico.com/plomberie-sanitaire/wc/bati-support-wc
category-5315,Urinoir,https://www.centrale-brico.com/plomberie-sanitaire/wc/urinoir
category-5325,WC suspendu,https://www.centrale-brico.com/plomberie-sanitaire/wc/wc-suspendu
category-5008,Domotique-Sécurité,https://www.centrale-brico.com/domotique-securite
category-5009,Automatisme,https://www.centrale-brico.com/domotique-securite/automatisme
category-1594,Portail,https://www.centrale-brico.com/domotique-securite/automatisme/portail
category-1597,Accessoires automatisme,https://www.centrale-brico.com/domotique-securite/automatisme/accessoires-automatisme
category-1596,Garage,https://www.centrale-brico.com/domotique-securite/automatisme/garage
category-1595,Volet-Fenêtre,https://www.centrale-brico.com/domotique-securite/automatisme/volet-fenetre
category-5432,Passerelle,https://www.centrale-brico.com/domotique-securite/automatisme/passerelle
category-5010,Protection incendie,https://www.centrale-brico.com/domotique-securite/protection-incendie
category-1639,Autres détecteurs,https://www.centrale-brico.com/domotique-securite/protection-incendie/autres-detecteurs
category-1604,Détecteur de fumée,https://www.centrale-brico.com/domotique-securite/protection-incendie/detecteur-de-fumee
category-1605,Détecteur de monoxyde,https://www.centrale-brico.com/domotique-securite/protection-incendie/detecteur-de-monoxyde
category-1606,Extincteur,https://www.centrale-brico.com/domotique-securite/protection-incendie/extincteur
category-5011,Sécurité domicile,https://www.centrale-brico.com/domotique-securite/securite-domicile
category-1602,Serrure électrique,https://www.centrale-brico.com/domotique-securite/securite-domicile/serrure-electrique
category-1601,Carillon,https://www.centrale-brico.com/domotique-securite/securite-domicile/carillon
category-1600,Interphone,https://www.centrale-brico.com/domotique-securite/securite-domicile/interphone
category-1599,Caméra-Videosurveillance,https://www.centrale-brico.com/domotique-securite/securite-domicile/camera-videosurveillance
category-1598,Système d'alarme,https://www.centrale-brico.com/domotique-securite/securite-domicile/systeme-d-alarme
category-1603,Accessoires système d'alarmes,https://www.centrale-brico.com/domotique-securite/securite-domicile/accessoires-systeme-d-alarmes
category-5322,Protection anti-inondation,https://www.centrale-brico.com/domotique-securite/securite-domicile/protection-anti-inondation
category-5027,Habitat,https://www.centrale-brico.com/habitat
category-5028,Bazar,https://www.centrale-brico.com/habitat/bazar
category-2046,Petit électro-ménager,https://www.centrale-brico.com/habitat/bazar/petit-electro-menager
category-2047,Autour du linge,https://www.centrale-brico.com/habitat/bazar/autour-du-linge
category-2048,Bougies,https://www.centrale-brico.com/habitat/bazar/bougies
category-2054,Enfants et fêtes,https://www.centrale-brico.com/habitat/bazar/enfants-et-fetes
category-5259,Tapis,https://www.centrale-brico.com/habitat/bazar/tapis
category-5274,Couverture et Plaid,https://www.centrale-brico.com/habitat/bazar/couverture-et-plaid
category-5029,Cuisine,https://www.centrale-brico.com/habitat/cuisine
category-2091,Poêle - casserole,https://www.centrale-brico.com/habitat/cuisine/poele-casserole
category-2044,Conservation,https://www.centrale-brico.com/habitat/cuisine/conservation
category-2053,Cave et chai,https://www.centrale-brico.com/habitat/cuisine/cave-et-chai
category-2003,Ciseaux de cuisine,https://www.centrale-brico.com/habitat/cuisine/ciseaux-de-cuisine
category-2004,Couteaux de cuisine,https://www.centrale-brico.com/habitat/cuisine/couteaux-de-cuisine
category-2005,Ustensile de cuisine,https://www.centrale-brico.com/habitat/cuisine/ustensile-de-cuisine
category-5320,Cuisinière,https://www.centrale-brico.com/habitat/cuisine/cuisiniere
category-5323,Evier de cuisine,https://www.centrale-brico.com/habitat/cuisine/evier-de-cuisine
category-5157,Poubelle,https://www.centrale-brico.com/habitat/cuisine/poubelle
category-5030,Loisir créatif,https://www.centrale-brico.com/habitat/loisir-creatif
category-2009,Perforation,https://www.centrale-brico.com/habitat/loisir-creatif/perforation
category-2007,Coupe-Découpe,https://www.centrale-brico.com/habitat/loisir-creatif/coupe-decoupe
category-2008,Décoration,https://www.centrale-brico.com/habitat/loisir-creatif/decoration
category-5031,Peinture,https://www.centrale-brico.com/habitat/peinture
category-2042,Aérosol,https://www.centrale-brico.com/habitat/peinture/aerosol
category-5236,Entretien du bois,https://www.centrale-brico.com/habitat/peinture/entretien-du-bois
category-5237,Lasure cire pour meubles,https://www.centrale-brico.com/habitat/peinture/lasure-cire-pour-meubles
category-2014,Peinture naturelle,https://www.centrale-brico.com/habitat/peinture/peinture-naturelle
category-2013,Peinture,https://www.centrale-brico.com/habitat/peinture/peinture
category-2011,Produits de finition bois,https://www.centrale-brico.com/habitat/peinture/produits-de-finition-bois
category-5244,Panneau de revêtement,https://www.centrale-brico.com/habitat/peinture/panneau-de-revetement
category-5275,Peinture bois,https://www.centrale-brico.com/habitat/peinture/peinture-bois
category-5276,Peinture et traitement d'étanchéité,https://www.centrale-brico.com/habitat/peinture/peinture-et-traitement-d-etancheite
category-5277,Peinture métal et antirouille,https://www.centrale-brico.com/habitat/peinture/peinture-metal-et-antirouille
category-5278,Sous-couche,https://www.centrale-brico.com/habitat/peinture/sous-couche
category-5062,Jardin,https://www.centrale-brico.com/jardin
category-5063,Arrosage-Pompage,https://www.centrale-brico.com/jardin/arrosage-pompage
category-5064,Arrosage enterré,https://www.centrale-brico.com/jardin/arrosage-pompage/arrosage-enterre
category-5066,Micro-irrigation,https://www.centrale-brico.com/jardin/arrosage-pompage/micro-irrigation
category-5195,Récupérateur d'eau,https://www.centrale-brico.com/jardin/arrosage-pompage/recuperateur-d-eau
category-5068,Programmateur d'arrosage,https://www.centrale-brico.com/jardin/arrosage-pompage/programmateur-d-arrosage
category-5201,Pistolet et lance d'arrosage,https://www.centrale-brico.com/jardin/arrosage-pompage/pistolet-et-lance-d-arrosage
category-5067,Pompe et accessoire pour pompe,https://www.centrale-brico.com/jardin/arrosage-pompage/pompe-et-accessoire-pour-pompe
category-5069,"Raccord d'arrosage, robinet et vanne",https://www.centrale-brico.com/jardin/arrosage-pompage/raccord-d-arrosage-robinet-et-vanne
category-5065,"Tuyau, enrouleur de tuyau et arroseur",https://www.centrale-brico.com/jardin/arrosage-pompage/tuyau-enrouleur-de-tuyau-et-arroseur
category-5227,Arrosage premium TORO,https://www.centrale-brico.com/jardin/arrosage-pompage/arrosage-premium-toro
category-5110,Outils à main,https://www.centrale-brico.com/jardin/outils-a-main
category-5114,"Débroussailler, tondre (gazon, herbes, etc.)",https://www.centrale-brico.com/jardin/outils-a-main/debroussailler-tondre-gazon-herbes
category-5112,"Tailler (arbres, haies, buissons, etc.)",https://www.centrale-brico.com/jardin/outils-a-main/tailler-arbres-haies-buissons
category-5113,"Entretien du jardin (déblayer, nettoyer, etc.)",https://www.centrale-brico.com/jardin/outils-a-main/entretien-du-jardin-deblayer-nettoyer
category-5115,"Scier, débiter le bois",https://www.centrale-brico.com/jardin/outils-a-main/scier-debiter-le-bois
category-5116,Planter et travailler le sol,https://www.centrale-brico.com/jardin/outils-a-main/planter-et-travailler-le-sol
category-5092,Pulvérisateur et arrosoir,https://www.centrale-brico.com/jardin/outils-a-main/pulverisateur-et-arrosoir
category-5111,Manches et entretien des outils de jardin,https://www.centrale-brico.com/jardin/outils-a-main/manches-et-entretien-des-outils-de-jardin
category-5103,Outils motorisés,https://www.centrale-brico.com/jardin/outils-motorises
category-5104,Coupe des haies,https://www.centrale-brico.com/jardin/outils-motorises/coupe-des-haies
category-5105,Coupe du bois,https://www.centrale-brico.com/jardin/outils-motorises/coupe-du-bois
category-5106,Coupe du gazon,https://www.centrale-brico.com/jardin/outils-motorises/coupe-du-gazon
category-5107,Culture-Entretien du sol,https://www.centrale-brico.com/jardin/outils-motorises/culture-entretien-du-sol
category-5108,Déchets verts-Nettoyage,https://www.centrale-brico.com/jardin/outils-motorises/dechets-verts-nettoyage
category-5109,Accessoires et consommables outils motorisés,https://www.centrale-brico.com/jardin/outils-motorises/accessoires-et-consommables-outils-motorises
category-5124,Serres-Abris-Garages,https://www.centrale-brico.com/jardin/serres-abris-garages
category-5126,Abris pour animaux,https://www.centrale-brico.com/jardin/serres-abris-garages/abris-pour-animaux
category-5130,Serre,https://www.centrale-brico.com/jardin/serres-abris-garages/serre
category-5125,"Abri, garage et carport",https://www.centrale-brico.com/jardin/serres-abris-garages/abri-garage-et-carport
category-5131,Tente et tonnelle,https://www.centrale-brico.com/jardin/serres-abris-garages/tente-et-tonnelle
category-5427,"Pergola, kiosque et marquise",https://www.centrale-brico.com/jardin/serres-abris-garages/pergola-kiosque-et-marquise
category-5094,Mobilier et Loisirs,https://www.centrale-brico.com/jardin/mobilier-et-loisirs
category-5098,Hamac et balancelle,https://www.centrale-brico.com/jardin/mobilier-et-loisirs/hamac-et-balancelle
category-5102,Jeux d'extérieur et de jardin,https://www.centrale-brico.com/jardin/mobilier-et-loisirs/jeux-d-exterieur-et-de-jardin
category-5099,Mobilier de jardin,https://www.centrale-brico.com/jardin/mobilier-et-loisirs/mobilier-de-jardin
category-5210,Parasol et voile d'ombrage,https://www.centrale-brico.com/jardin/mobilier-et-loisirs/parasol-et-voile-d-ombrage
category-5216,Rangement,https://www.centrale-brico.com/jardin/mobilier-et-loisirs/rangement
category-5436,plateau de table,https://www.centrale-brico.com/jardin/mobilier-et-loisirs/plateau-de-table
category-5117,Piscines,https://www.centrale-brico.com/jardin/piscines
category-5120,Kit Piscine,https://www.centrale-brico.com/jardin/piscines/kit-piscine
category-5119,Baignade et jeux,https://www.centrale-brico.com/jardin/piscines/baignade-et-jeux
category-5121,Liner Bâche-Chauffage,https://www.centrale-brico.com/jardin/piscines/liner-bache-chauffage
category-5118,Accessoires piscines,https://www.centrale-brico.com/jardin/piscines/accessoires-piscines
category-5122,Nettoyage piscine,https://www.centrale-brico.com/jardin/piscines/nettoyage-piscine
category-5078,"Pot, décoration et occultation",https://www.centrale-brico.com/jardin/pot-decoration-et-occultation
category-5084,"Clôture, grillage et occultation",https://www.centrale-brico.com/jardin/pot-decoration-et-occultation/cloture-grillage-et-occultation
category-5079,"Pot de fleurs, jardinière et composteur",https://www.centrale-brico.com/jardin/pot-decoration-et-occultation/pot-de-fleurs-jardiniere-et-composteur
category-5085,Chauffage extérieur et brumisateur,https://www.centrale-brico.com/jardin/pot-decoration-et-occultation/chauffage-exterieur-et-brumisateur
category-5081,Décoration de jardin,https://www.centrale-brico.com/jardin/pot-decoration-et-occultation/decoration-de-jardin
category-5083,Eclairage jardin,https://www.centrale-brico.com/jardin/pot-decoration-et-occultation/eclairage-jardin
category-5086,Jardinage-cultures,https://www.centrale-brico.com/jardin/jardinage-cultures
category-5090,Protection des cultures et des plantations,https://www.centrale-brico.com/jardin/jardinage-cultures/protection-des-cultures-et-des-plantations
category-5089,Vêtement et accessoires du jardinier,https://www.centrale-brico.com/jardin/jardinage-cultures/vetement-et-accessoires-du-jardinier
category-5093,Semences-Engrais-Epandeurs,https://www.centrale-brico.com/jardin/jardinage-cultures/semences-engrais-epandeurs
category-5070,"Barbecue, plancha et cuisine d'extérieur",https://www.centrale-brico.com/jardin/barbecue-plancha-et-cuisine-d-exterieur
category-5073,Barbecue,https://www.centrale-brico.com/jardin/barbecue-plancha-et-cuisine-d-exterieur/barbecue
category-5075,Plancha,https://www.centrale-brico.com/jardin/barbecue-plancha-et-cuisine-d-exterieur/plancha
category-5071,Ustensile et accessoire pour barbecue,https://www.centrale-brico.com/jardin/barbecue-plancha-et-cuisine-d-exterieur/ustensile-et-accessoire-pour-barbecue
category-5329,Cuisine d'extérieur,https://www.centrale-brico.com/jardin/barbecue-plancha-et-cuisine-d-exterieur/cuisine-d-exterieur
category-5186,Bonnes affaires,https://www.centrale-brico.com/bonnes-affaires
category-5188,Produits reconditionnés,https://www.centrale-brico.com/bonnes-affaires/produits-reconditionnes
category-5192,Déstockage,https://www.centrale-brico.com/bonnes-affaires/destockage
category-5193,Déstockage Bricolage,https://www.centrale-brico.com/bonnes-affaires/destockage/destockage-bricolage
category-5194,Déstockage Jardin,https://www.centrale-brico.com/bonnes-affaires/destockage/destockage-jardin
