id_cat,is_page,name_cat,parent_cat,url_cat
category-5433,0,Radiateur à eau chaude,https://www.centrale-brico.com/chauffage---traitement-de-l-air,https://www.centrale-brico.com/chauffage---traitement-de-l-air/radiateur-a-eau-chaude
category-5434,1,Radiateur à eau chaude fixe,https://www.centrale-brico.com/chauffage---traitement-de-l-air/radiateur-a-eau-chaude,https://www.centrale-brico.com/chauffage---traitement-de-l-air/radiateur-a-eau-chaude/radiateur-a-eau-chaude-fixe
category-5044,0,Plomberie-Sanitaire,https://www.centrale-brico.com,https://www.centrale-brico.com/plomberie-sanitaire
category-5045,0,Accessoires Robinetterie,https://www.centrale-brico.com/plomberie-sanitaire,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie
category-1869,1,Aérateur,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie/aerateur
category-1873,1,Flexible d'alimentation,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie/flexible-d-alimentation
category-1872,1,Raccord,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie/raccord
category-1871,1,Tête de robinet,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie/tete-de-robinet
category-1870,1,Brise jet - Bec,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie,https://www.centrale-brico.com/plomberie-sanitaire/accessoires-robinetterie/brise-jet-bec
category-5047,0,Robinet pour Cuisine,https://www.centrale-brico.com/plomberie-sanitaire,https://www.centrale-brico.com/plomberie-sanitaire/robinet-pour-cuisine
category-1852,1,Mitigeur Cuisine,https://www.centrale-brico.com/plomberie-sanitaire/robinet-pour-cuisine,https://www.centrale-brico.com/plomberie-sanitaire/robinet-pour-cuisine/mitigeur-cuisine
category-5048,0,Raccord Cuivre Laiton,https://www.centrale-brico.com/plomberie-sanitaire,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton
category-1894,1,Raccord à visser,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton/raccord-a-visser
category-1896,1,Collier de fixation,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton/collier-de-fixation
category-1895,1,Raccord sans soudure,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton/raccord-sans-soudure
category-1866,1,Raccord cuivre à souder,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton/raccord-cuivre-a-souder
category-1893,1,Raccord laiton à souder,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton,https://www.centrale-brico.com/plomberie-sanitaire/raccord-cuivre-laiton/raccord-laiton-a-souder
category-5049,0,Raccord PVC,https://www.centrale-brico.com/plomberie-sanitaire,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc
category-1903,1,Support - Crochet,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/support-crochet
category-1900,1,Branchement,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/branchement
category-1902,1,Gouttière 1/2 ronde,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/gouttiere-12-ronde
category-1899,1,Té - Culotte,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/te-culotte
category-1904,1,Accessoire tube,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/accessoire-tube
category-1901,1,Regard- Equipement,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/regard-equipement
category-1898,1,Coude - Secteur,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/coude-secteur
category-5283,1,Tube d'évacuation PVC,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc,https://www.centrale-brico.com/plomberie-sanitaire/raccord-pvc/tube-d-evacuation-pvc
category-5050,0,Salle de Bain,https://www.centrale-brico.com/plomberie-sanitaire,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain
category-1853,1,Mitigeur salle de bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/mitigeur-salle-de-bain
category-1875,1,Flexible de douche,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/flexible-de-douche
category-1874,1,Douchette,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/douchette
category-1855,1,Sécurité,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/securite
category-1854,1,Accessoire de salle de bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/accessoire-de-salle-de-bain
category-1876,1,Barre - Support,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/barre-support
category-5285,1,Vasque,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/vasque
category-5284,1,Baignoire,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/baignoire
category-5309,1,Colonne de douche,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/colonne-de-douche
category-5312,1,Receveur de douche,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/receveur-de-douche
category-5314,1,Meuble sous lavabo,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain,https://www.centrale-brico.com/plomberie-sanitaire/salle-de-bain/meuble-sous-lavabo
category-5052,0,Traitement eau et gaz,https://www.centrale-brico.com/plomberie-sanitaire,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz
category-1862,1,Robinetterie gaz,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/robinetterie-gaz
category-1889,1,Etanchéité,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/etancheite
category-1888,1,Joints,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/joints
category-1887,1,Machine à laver,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/machine-a-laver
category-1886,1,Robinetterie bâtiment,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/robinetterie-batiment
category-5286,1,Accessoires de filtration,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/accessoires-de-filtration
category-5287,1,Flexible d'alimentation,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/flexible-d-alimentation
category-5288,1,Tuyau à gaz,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz,https://www.centrale-brico.com/plomberie-sanitaire/traitement-eau-et-gaz/tuyau-a-gaz
category-5053,0,Vidage,https://www.centrale-brico.com/plomberie-sanitaire,https://www.centrale-brico.com/plomberie-sanitaire/vidage
category-1881,1,Siphon cuisine,https://www.centrale-brico.com/plomberie-sanitaire/vidage,https://www.centrale-brico.com/plomberie-sanitaire/vidage/siphon-cuisine
category-1882,1,Bonde cuisine,https://www.centrale-brico.com/plomberie-sanitaire/vidage,https://www.centrale-brico.com/plomberie-sanitaire/vidage/bonde-cuisine
category-1883,1,Accessoire vidage,https://www.centrale-brico.com/plomberie-sanitaire/vidage,https://www.centrale-brico.com/plomberie-sanitaire/vidage/accessoire-vidage
category-1884,1,Siphon salle de bain,https://www.centrale-brico.com/plomberie-sanitaire/vidage,https://www.centrale-brico.com/plomberie-sanitaire/vidage/siphon-salle-de-bain
category-1885,1,Bonde salle de bain,https://www.centrale-brico.com/plomberie-sanitaire/vidage,https://www.centrale-brico.com/plomberie-sanitaire/vidage/bonde-salle-de-bain
category-5054,0,WC,https://www.centrale-brico.com/plomberie-sanitaire,https://www.centrale-brico.com/plomberie-sanitaire/wc
category-1858,1,Pièce détachée,https://www.centrale-brico.com/plomberie-sanitaire/wc,https://www.centrale-brico.com/plomberie-sanitaire/wc/piece-detachee
category-1857,1,Abattant,https://www.centrale-brico.com/plomberie-sanitaire/wc,https://www.centrale-brico.com/plomberie-sanitaire/wc/abattant
category-1859,1,Réservoir,https://www.centrale-brico.com/plomberie-sanitaire/wc,https://www.centrale-brico.com/plomberie-sanitaire/wc/reservoir
category-1860,1,Pipe - Sortie WC,https://www.centrale-brico.com/plomberie-sanitaire/wc,https://www.centrale-brico.com/plomberie-sanitaire/wc/pipe-sortie-wc
category-1877,1,Décoration WC,https://www.centrale-brico.com/plomberie-sanitaire/wc,https://www.centrale-brico.com/plomberie-sanitaire/wc/decoration-wc
category-1878,1,Mécanisme de chasse,https://www.centrale-brico.com/plomberie-sanitaire/wc,https://www.centrale-brico.com/plomberie-sanitaire/wc/mecanisme-de-chasse
category-1879,1,Robinet flotteur,https://www.centrale-brico.com/plomberie-sanitaire/wc,https://www.centrale-brico.com/plomberie-sanitaire/wc/robinet-flotteur
category-5289,1,WC à poser,https://www.centrale-brico.com/plomberie-sanitaire/wc,https://www.centrale-brico.com/plomberie-sanitaire/wc/wc-a-poser
category-5324,1,Bâti-support WC,https://www.centrale-brico.com/plomberie-sanitaire/wc,https://www.centrale-brico.com/plomberie-sanitaire/wc/bati-support-wc
category-5315,1,Urinoir,https://www.centrale-brico.com/plomberie-sanitaire/wc,https://www.centrale-brico.com/plomberie-sanitaire/wc/urinoir
category-5325,1,WC suspendu,https://www.centrale-brico.com/plomberie-sanitaire/wc,https://www.centrale-brico.com/plomberie-sanitaire/wc/wc-suspendu
category-5008,0,Domotique-Sécurité,https://www.centrale-brico.com,https://www.centrale-brico.com/domotique-securite
category-5009,0,Automatisme,https://www.centrale-brico.com/domotique-securite,https://www.centrale-brico.com/domotique-securite/automatisme
category-1594,1,Portail,https://www.centrale-brico.com/domotique-securite/automatisme,https://www.centrale-brico.com/domotique-securite/automatisme/portail
category-1597,1,Accessoires automatisme,https://www.centrale-brico.com/domotique-securite/automatisme,https://www.centrale-brico.com/domotique-securite/automatisme/accessoires-automatisme
category-1596,1,Garage,https://www.centrale-brico.com/domotique-securite/automatisme,https://www.centrale-brico.com/domotique-securite/automatisme/garage
category-1595,1,Volet-Fenêtre,https://www.centrale-brico.com/domotique-securite/automatisme,https://www.centrale-brico.com/domotique-securite/automatisme/volet-fenetre
category-5432,1,Passerelle,https://www.centrale-brico.com/domotique-securite/automatisme,https://www.centrale-brico.com/domotique-securite/automatisme/passerelle
category-5010,0,Protection incendie,https://www.centrale-brico.com/domotique-securite,https://www.centrale-brico.com/domotique-securite/protection-incendie
category-1639,1,Autres détecteurs,https://www.centrale-brico.com/domotique-securite/protection-incendie,https://www.centrale-brico.com/domotique-securite/protection-incendie/autres-detecteurs
category-1604,1,Détecteur de fumée,https://www.centrale-brico.com/domotique-securite/protection-incendie,https://www.centrale-brico.com/domotique-securite/protection-incendie/detecteur-de-fumee
category-1605,1,Détecteur de monoxyde,https://www.centrale-brico.com/domotique-securite/protection-incendie,https://www.centrale-brico.com/domotique-securite/protection-incendie/detecteur-de-monoxyde
category-1606,1,Extincteur,https://www.centrale-brico.com/domotique-securite/protection-incendie,https://www.centrale-brico.com/domotique-securite/protection-incendie/extincteur
category-5011,0,Sécurité domicile,https://www.centrale-brico.com/domotique-securite,https://www.centrale-brico.com/domotique-securite/securite-domicile
category-1602,1,Serrure électrique,https://www.centrale-brico.com/domotique-securite/securite-domicile,https://www.centrale-brico.com/domotique-securite/securite-domicile/serrure-electrique
category-1601,1,Carillon,https://www.centrale-brico.com/domotique-securite/securite-domicile,https://www.centrale-brico.com/domotique-securite/securite-domicile/carillon
category-1600,1,Interphone,https://www.centrale-brico.com/domotique-securite/securite-domicile,https://www.centrale-brico.com/domotique-securite/securite-domicile/interphone
category-1599,1,Caméra-Videosurveillance,https://www.centrale-brico.com/domotique-securite/securite-domicile,https://www.centrale-brico.com/domotique-securite/securite-domicile/camera-videosurveillance
category-1598,1,Système d'alarme,https://www.centrale-brico.com/domotique-securite/securite-domicile,https://www.centrale-brico.com/domotique-securite/securite-domicile/systeme-d-alarme
category-1603,1,Accessoires système d'alarmes,https://www.centrale-brico.com/domotique-securite/securite-domicile,https://www.centrale-brico.com/domotique-securite/securite-domicile/accessoires-systeme-d-alarmes
category-5322,1,Protection anti-inondation,https://www.centrale-brico.com/domotique-securite/securite-domicile,https://www.centrale-brico.com/domotique-securite/securite-domicile/protection-anti-inondation
category-5027,0,Habitat,https://www.centrale-brico.com,https://www.centrale-brico.com/habitat
category-5028,0,Bazar,https://www.centrale-brico.com/habitat,https://www.centrale-brico.com/habitat/bazar
category-2046,1,Petit électro-ménager,https://www.centrale-brico.com/habitat/bazar,https://www.centrale-brico.com/habitat/bazar/petit-electro-menager
category-2047,1,Autour du linge,https://www.centrale-brico.com/habitat/bazar,https://www.centrale-brico.com/habitat/bazar/autour-du-linge
category-2048,1,Bougies,https://www.centrale-brico.com/habitat/bazar,https://www.centrale-brico.com/habitat/bazar/bougies
category-2054,1,Enfants et fêtes,https://www.centrale-brico.com/habitat/bazar,https://www.centrale-brico.com/habitat/bazar/enfants-et-fetes
category-5259,1,Tapis,https://www.centrale-brico.com/habitat/bazar,https://www.centrale-brico.com/habitat/bazar/tapis
category-5274,1,Couverture et Plaid,https://www.centrale-brico.com/habitat/bazar,https://www.centrale-brico.com/habitat/bazar/couverture-et-plaid
category-5029,0,Cuisine,https://www.centrale-brico.com/habitat,https://www.centrale-brico.com/habitat/cuisine
category-2091,1,Poêle - casserole,https://www.centrale-brico.com/habitat/cuisine,https://www.centrale-brico.com/habitat/cuisine/poele-casserole
category-2044,1,Conservation,https://www.centrale-brico.com/habitat/cuisine,https://www.centrale-brico.com/habitat/cuisine/conservation
category-2053,1,Cave et chai,https://www.centrale-brico.com/habitat/cuisine,https://www.centrale-brico.com/habitat/cuisine/cave-et-chai
category-2003,1,Ciseaux de cuisine,https://www.centrale-brico.com/habitat/cuisine,https://www.centrale-brico.com/habitat/cuisine/ciseaux-de-cuisine
category-2004,1,Couteaux de cuisine,https://www.centrale-brico.com/habitat/cuisine,https://www.centrale-brico.com/habitat/cuisine/couteaux-de-cuisine
category-2005,1,Ustensile de cuisine,https://www.centrale-brico.com/habitat/cuisine,https://www.centrale-brico.com/habitat/cuisine/ustensile-de-cuisine
category-5320,1,Cuisinière,https://www.centrale-brico.com/habitat/cuisine,https://www.centrale-brico.com/habitat/cuisine/cuisiniere
category-5323,1,Evier de cuisine,https://www.centrale-brico.com/habitat/cuisine,https://www.centrale-brico.com/habitat/cuisine/evier-de-cuisine
category-5157,1,Poubelle,https://www.centrale-brico.com/habitat/cuisine,https://www.centrale-brico.com/habitat/cuisine/poubelle
category-5030,0,Loisir créatif,https://www.centrale-brico.com/habitat,https://www.centrale-brico.com/habitat/loisir-creatif
category-2009,1,Perforation,https://www.centrale-brico.com/habitat/loisir-creatif,https://www.centrale-brico.com/habitat/loisir-creatif/perforation
category-2007,1,Coupe-Découpe,https://www.centrale-brico.com/habitat/loisir-creatif,https://www.centrale-brico.com/habitat/loisir-creatif/coupe-decoupe
category-2008,1,Décoration,https://www.centrale-brico.com/habitat/loisir-creatif,https://www.centrale-brico.com/habitat/loisir-creatif/decoration
category-5031,0,Peinture,https://www.centrale-brico.com/habitat,https://www.centrale-brico.com/habitat/peinture
category-2042,1,Aérosol,https://www.centrale-brico.com/habitat/peinture,https://www.centrale-brico.com/habitat/peinture/aerosol
category-5236,1,Entretien du bois,https://www.centrale-brico.com/habitat/peinture,https://www.centrale-brico.com/habitat/peinture/entretien-du-bois
category-5237,1,Lasure cire pour meubles,https://www.centrale-brico.com/habitat/peinture,https://www.centrale-brico.com/habitat/peinture/lasure-cire-pour-meubles
category-2014,1,Peinture naturelle,https://www.centrale-brico.com/habitat/peinture,https://www.centrale-brico.com/habitat/peinture/peinture-naturelle
category-2013,1,Peinture,https://www.centrale-brico.com/habitat/peinture,https://www.centrale-brico.com/habitat/peinture/peinture
category-2011,1,Produits de finition bois,https://www.centrale-brico.com/habitat/peinture,https://www.centrale-brico.com/habitat/peinture/produits-de-finition-bois
category-5244,1,Panneau de revêtement,https://www.centrale-brico.com/habitat/peinture,https://www.centrale-brico.com/habitat/peinture/panneau-de-revetement
category-5275,1,Peinture bois,https://www.centrale-brico.com/habitat/peinture,https://www.centrale-brico.com/habitat/peinture/peinture-bois
category-5276,1,Peinture et traitement d'étanchéité,https://www.centrale-brico.com/habitat/peinture,https://www.centrale-brico.com/habitat/peinture/peinture-et-traitement-d-etancheite
category-5277,1,Peinture métal et antirouille,https://www.centrale-brico.com/habitat/peinture,https://www.centrale-brico.com/habitat/peinture/peinture-metal-et-antirouille
category-5278,1,Sous-couche,https://www.centrale-brico.com/habitat/peinture,https://www.centrale-brico.com/habitat/peinture/sous-couche
category-5062,0,Jardin,https://www.centrale-brico.com,https://www.centrale-brico.com/jardin
category-5063,0,Arrosage-Pompage,https://www.centrale-brico.com/jardin,https://www.centrale-brico.com/jardin/arrosage-pompage
category-5064,1,Arrosage enterré,https://www.centrale-brico.com/jardin/arrosage-pompage,https://www.centrale-brico.com/jardin/arrosage-pompage/arrosage-enterre
category-5066,1,Micro-irrigation,https://www.centrale-brico.com/jardin/arrosage-pompage,https://www.centrale-brico.com/jardin/arrosage-pompage/micro-irrigation
category-5195,1,Récupérateur d'eau,https://www.centrale-brico.com/jardin/arrosage-pompage,https://www.centrale-brico.com/jardin/arrosage-pompage/recuperateur-d-eau
category-5068,1,Programmateur d'arrosage,https://www.centrale-brico.com/jardin/arrosage-pompage,https://www.centrale-brico.com/jardin/arrosage-pompage/programmateur-d-arrosage
category-5201,1,Pistolet et lance d'arrosage,https://www.centrale-brico.com/jardin/arrosage-pompage,https://www.centrale-brico.com/jardin/arrosage-pompage/pistolet-et-lance-d-arrosage
category-5067,1,Pompe et accessoire pour pompe,https://www.centrale-brico.com/jardin/arrosage-pompage,https://www.centrale-brico.com/jardin/arrosage-pompage/pompe-et-accessoire-pour-pompe
category-5069,1,Raccord d'arrosage -  robinet et vanne,https://www.centrale-brico.com/jardin/arrosage-pompage,https://www.centrale-brico.com/jardin/arrosage-pompage/raccord-d-arrosage-robinet-et-vanne
category-5065,1,Tuyau -  enrouleur de tuyau et arroseur,https://www.centrale-brico.com/jardin/arrosage-pompage,https://www.centrale-brico.com/jardin/arrosage-pompage/tuyau-enrouleur-de-tuyau-et-arroseur
category-5227,1,Arrosage premium TORO,https://www.centrale-brico.com/jardin/arrosage-pompage,https://www.centrale-brico.com/jardin/arrosage-pompage/arrosage-premium-toro
category-5110,0,Outils à main,https://www.centrale-brico.com/jardin,https://www.centrale-brico.com/jardin/outils-a-main
category-5114,1,Débroussailler -  tondre (gazon -  herbes -  etc.),https://www.centrale-brico.com/jardin/outils-a-main,https://www.centrale-brico.com/jardin/outils-a-main/debroussailler-tondre-gazon-herbes
category-5112,1,Tailler (arbres -  haies -  buissons -  etc.),https://www.centrale-brico.com/jardin/outils-a-main,https://www.centrale-brico.com/jardin/outils-a-main/tailler-arbres-haies-buissons
category-5113,1,Entretien du jardin (déblayer -  nettoyer -  etc.),https://www.centrale-brico.com/jardin/outils-a-main,https://www.centrale-brico.com/jardin/outils-a-main/entretien-du-jardin-deblayer-nettoyer
category-5115,1,Scier -  débiter le bois,https://www.centrale-brico.com/jardin/outils-a-main,https://www.centrale-brico.com/jardin/outils-a-main/scier-debiter-le-bois
category-5116,1,Planter et travailler le sol,https://www.centrale-brico.com/jardin/outils-a-main,https://www.centrale-brico.com/jardin/outils-a-main/planter-et-travailler-le-sol
category-5092,1,Pulvérisateur et arrosoir,https://www.centrale-brico.com/jardin/outils-a-main,https://www.centrale-brico.com/jardin/outils-a-main/pulverisateur-et-arrosoir
category-5111,1,Manches et entretien des outils de jardin,https://www.centrale-brico.com/jardin/outils-a-main,https://www.centrale-brico.com/jardin/outils-a-main/manches-et-entretien-des-outils-de-jardin
category-5103,0,Outils motorisés,https://www.centrale-brico.com/jardin,https://www.centrale-brico.com/jardin/outils-motorises
category-5104,1,Coupe des haies,https://www.centrale-brico.com/jardin/outils-motorises,https://www.centrale-brico.com/jardin/outils-motorises/coupe-des-haies
category-5105,1,Coupe du bois,https://www.centrale-brico.com/jardin/outils-motorises,https://www.centrale-brico.com/jardin/outils-motorises/coupe-du-bois
category-5106,1,Coupe du gazon,https://www.centrale-brico.com/jardin/outils-motorises,https://www.centrale-brico.com/jardin/outils-motorises/coupe-du-gazon
category-5107,1,Culture-Entretien du sol,https://www.centrale-brico.com/jardin/outils-motorises,https://www.centrale-brico.com/jardin/outils-motorises/culture-entretien-du-sol
category-5108,1,Déchets verts-Nettoyage,https://www.centrale-brico.com/jardin/outils-motorises,https://www.centrale-brico.com/jardin/outils-motorises/dechets-verts-nettoyage
category-5109,1,Accessoires et consommables outils motorisés,https://www.centrale-brico.com/jardin/outils-motorises,https://www.centrale-brico.com/jardin/outils-motorises/accessoires-et-consommables-outils-motorises
category-5124,0,Serres-Abris-Garages,https://www.centrale-brico.com/jardin,https://www.centrale-brico.com/jardin/serres-abris-garages
category-5126,1,Abris pour animaux,https://www.centrale-brico.com/jardin/serres-abris-garages,https://www.centrale-brico.com/jardin/serres-abris-garages/abris-pour-animaux
category-5130,1,Serre,https://www.centrale-brico.com/jardin/serres-abris-garages,https://www.centrale-brico.com/jardin/serres-abris-garages/serre
category-5125,1,Abri -  garage et carport,https://www.centrale-brico.com/jardin/serres-abris-garages,https://www.centrale-brico.com/jardin/serres-abris-garages/abri-garage-et-carport
category-5131,1,Tente et tonnelle,https://www.centrale-brico.com/jardin/serres-abris-garages,https://www.centrale-brico.com/jardin/serres-abris-garages/tente-et-tonnelle
category-5427,1,Pergola -  kiosque et marquise,https://www.centrale-brico.com/jardin/serres-abris-garages,https://www.centrale-brico.com/jardin/serres-abris-garages/pergola-kiosque-et-marquise
category-5094,0,Mobilier et Loisirs,https://www.centrale-brico.com/jardin,https://www.centrale-brico.com/jardin/mobilier-et-loisirs
category-5098,1,Hamac et balancelle,https://www.centrale-brico.com/jardin/mobilier-et-loisirs,https://www.centrale-brico.com/jardin/mobilier-et-loisirs/hamac-et-balancelle
category-5102,1,Jeux d'extérieur et de jardin,https://www.centrale-brico.com/jardin/mobilier-et-loisirs,https://www.centrale-brico.com/jardin/mobilier-et-loisirs/jeux-d-exterieur-et-de-jardin
category-5099,1,Mobilier de jardin,https://www.centrale-brico.com/jardin/mobilier-et-loisirs,https://www.centrale-brico.com/jardin/mobilier-et-loisirs/mobilier-de-jardin
category-5210,1,Parasol et voile d'ombrage,https://www.centrale-brico.com/jardin/mobilier-et-loisirs,https://www.centrale-brico.com/jardin/mobilier-et-loisirs/parasol-et-voile-d-ombrage
category-5216,1,Rangement,https://www.centrale-brico.com/jardin/mobilier-et-loisirs,https://www.centrale-brico.com/jardin/mobilier-et-loisirs/rangement
category-5436,1,plateau de table,https://www.centrale-brico.com/jardin/mobilier-et-loisirs,https://www.centrale-brico.com/jardin/mobilier-et-loisirs/plateau-de-table
category-5117,0,Piscines,https://www.centrale-brico.com/jardin,https://www.centrale-brico.com/jardin/piscines
category-5120,1,Kit Piscine,https://www.centrale-brico.com/jardin/piscines,https://www.centrale-brico.com/jardin/piscines/kit-piscine
category-5119,1,Baignade et jeux,https://www.centrale-brico.com/jardin/piscines,https://www.centrale-brico.com/jardin/piscines/baignade-et-jeux
category-5121,1,Liner Bâche-Chauffage,https://www.centrale-brico.com/jardin/piscines,https://www.centrale-brico.com/jardin/piscines/liner-bache-chauffage
category-5118,1,Accessoires piscines,https://www.centrale-brico.com/jardin/piscines,https://www.centrale-brico.com/jardin/piscines/accessoires-piscines
category-5122,1,Nettoyage piscine,https://www.centrale-brico.com/jardin/piscines,https://www.centrale-brico.com/jardin/piscines/nettoyage-piscine
category-5078,0,Pot -  décoration et occultation,https://www.centrale-brico.com/jardin,https://www.centrale-brico.com/jardin/pot-decoration-et-occultation
category-5084,1,Clôture -  grillage et occultation,https://www.centrale-brico.com/jardin/pot-decoration-et-occultation,https://www.centrale-brico.com/jardin/pot-decoration-et-occultation/cloture-grillage-et-occultation
category-5079,1,Pot de fleurs -  jardinière et composteur,https://www.centrale-brico.com/jardin/pot-decoration-et-occultation,https://www.centrale-brico.com/jardin/pot-decoration-et-occultation/pot-de-fleurs-jardiniere-et-composteur
category-5085,1,Chauffage extérieur et brumisateur,https://www.centrale-brico.com/jardin/pot-decoration-et-occultation,https://www.centrale-brico.com/jardin/pot-decoration-et-occultation/chauffage-exterieur-et-brumisateur
category-5081,1,Décoration de jardin,https://www.centrale-brico.com/jardin/pot-decoration-et-occultation,https://www.centrale-brico.com/jardin/pot-decoration-et-occultation/decoration-de-jardin
category-5083,1,Eclairage jardin,https://www.centrale-brico.com/jardin/pot-decoration-et-occultation,https://www.centrale-brico.com/jardin/pot-decoration-et-occultation/eclairage-jardin
category-5086,0,Jardinage-cultures,https://www.centrale-brico.com/jardin,https://www.centrale-brico.com/jardin/jardinage-cultures
category-5090,1,Protection des cultures et des plantations,https://www.centrale-brico.com/jardin/jardinage-cultures,https://www.centrale-brico.com/jardin/jardinage-cultures/protection-des-cultures-et-des-plantations
category-5089,1,Vêtement et accessoires du jardinier,https://www.centrale-brico.com/jardin/jardinage-cultures,https://www.centrale-brico.com/jardin/jardinage-cultures/vetement-et-accessoires-du-jardinier
category-5093,1,Semences-Engrais-Epandeurs,https://www.centrale-brico.com/jardin/jardinage-cultures,https://www.centrale-brico.com/jardin/jardinage-cultures/semences-engrais-epandeurs
category-5070,0,Barbecue -  plancha et cuisine d'extérieur,https://www.centrale-brico.com/jardin,https://www.centrale-brico.com/jardin/barbecue-plancha-et-cuisine-d-exterieur
category-5073,1,Barbecue,https://www.centrale-brico.com/jardin/barbecue-plancha-et-cuisine-d-exterieur,https://www.centrale-brico.com/jardin/barbecue-plancha-et-cuisine-d-exterieur/barbecue
category-5075,1,Plancha,https://www.centrale-brico.com/jardin/barbecue-plancha-et-cuisine-d-exterieur,https://www.centrale-brico.com/jardin/barbecue-plancha-et-cuisine-d-exterieur/plancha
